Content ID,reaction type,Date,content type,Category,Sentiment,Score
5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,disgust,2021-01-16,video,Science,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2020-09-21,video,Technology,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2021-02-04,video,Technology,negative,0
e442899c-d2d6-4392-be2d-a0b916ae47fb,disgust,2021-05-26,video,Technology,negative,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,2020-12-20,video,Science,negative,0
daab7b1a-fc8d-473e-bbf3-b29f4185ae56,disgust,2021-06-03,video,Science,negative,0
82145a60-013e-4d96-81a5-399af8618158,disgust,2021-02-03,audio,Food,negative,0
82145a60-013e-4d96-81a5-399af8618158,disgust,2020-07-22,audio,Food,negative,0
d852b946-01e1-44fe-abd7-26198660cbdb,disgust,2020-09-10,GIF,Food,negative,0
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,2021-02-08,GIF,Healthy eating,negative,0
87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,disgust,2021-04-23,GIF,Healthy eating,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2020-07-15,video,Culture,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2021-02-12,video,Culture,negative,0
5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,disgust,2020-06-25,video,Culture,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2021-05-17,GIF,Soccer,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2021-04-29,GIF,Soccer,negative,0
ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,disgust,2020-12-15,GIF,Soccer,negative,0
026973ef-4b73-4901-9160-bc9e04516057,disgust,2020-12-27,audio,Culture,negative,0
026973ef-4b73-4901-9160-bc9e04516057,disgust,2020-10-20,audio,Culture,negative,0
f08bdab2-b888-484e-8fd9-919e6ed86c12,disgust,2021-03-25,audio,Education,negative,0
258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,2020-11-26,photo,Education,negative,0
258bb775-3c35-4eec-90f3-8b75a52e466a,disgust,2021-06-07,photo,Education,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2020-12-03,photo,Studying,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2021-04-13,photo,Studying,negative,0
8d32243c-2dd1-4128-bde1-d643207e582c,disgust,2020-06-24,photo,Studying,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2021-01-24,audio,Science,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2020-11-25,audio,Science,negative,0
e2c433d2-096e-484e-8c69-28f0bb69f3b7,disgust,2021-01-26,audio,Science,negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-03-10,GIF,Fitness,negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-06-16,GIF,Fitness,negative,0
409aa11d-5af3-4a70-9da1-482857f5835e,disgust,2021-01-29,GIF,Fitness,negative,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,2020-12-26,video,Science,negative,0
eaddee3e-3a23-47cd-9785-ab7f2120a293,disgust,2021-04-02,video,Science,negative,0
9ef39aa2-60f9-4e4b-b666-c6cb97015503,disgust,2021-01-16,GIF,Travel,negative,0
841403fd-321b-4118-90b3-cc0075d64047,disgust,2020-09-27,GIF,Studying,negative,0
3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,2021-03-11,video,Culture,negative,0
3724de8a-ec2f-4021-a3f1-605d551da9d0,disgust,2020-06-23,video,Culture,negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2020-12-29,photo,Science,negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2021-04-27,photo,Science,negative,0
dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,disgust,2020-11-20,photo,Science,negative,0
0491183b-be25-4108-b667-8c30d3cdbf50,disgust,2020-07-11,audio,Veganism,negative,0
359b93ea-446f-4202-8801-db238de5de4d,disgust,2021-02-26,photo,Food,negative,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2021-06-09,video,Healthy eating,negative,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2021-04-08,video,Healthy eating,negative,0
0adb9a94-210a-4e84-bca1-13db9452ff0e,disgust,2020-08-31,video,Healthy eating,negative,0
86346263-02db-4020-a216-9e54f502f643,disgust,2020-09-19,GIF,Travel,negative,0
86346263-02db-4020-a216-9e54f502f643,disgust,2020-11-04,GIF,Travel,negative,0
3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,disgust,2020-09-28,photo,Studying,negative,0
9d94f180-947c-40f5-aa05-f1958759b7fc,disgust,2021-03-13,video,Science,negative,0
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,2021-05-06,photo,Culture,negative,0
497da46d-d5d5-45b0-827a-f2b75d7bf4c2,disgust,2021-03-18,photo,Culture,negative,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2020-10-31,GIF,Culture,negative,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2021-02-26,GIF,Culture,negative,0
da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,disgust,2021-01-22,GIF,Culture,negative,0
fada6910-2cc5-4600-808c-1e6066f795a6,disgust,2020-08-26,GIF,Technology,negative,0
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,2021-02-27,photo,Culture,negative,0
be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,disgust,2020-06-27,photo,Culture,negative,0
1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,2020-11-10,GIF,Science,negative,0
1de2f0f9-61ab-43fb-9180-6870824c63c0,disgust,2020-07-07,GIF,Science,negative,0
c2d6e707-f00e-4fa4-a193-eb36272f58df,disgust,2021-04-15,GIF,Veganism,negative,0
af7971aa-5fd5-41d3-b6c3-583704a705a2,disgust,2021-01-03,video,Healthy eating,negative,0
af7971aa-5fd5-41d3-b6c3-583704a705a2,disgust,2021-04-20,video,Healthy eating,negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2020-11-24,video,Healthy eating,negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2020-12-21,video,Healthy eating,negative,0
5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,disgust,2021-05-04,video,Healthy eating,negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2020-11-04,photo,Dogs,negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2020-10-30,photo,Dogs,negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2020-11-11,photo,Dogs,negative,0
cd568dd1-70cf-45d6-b495-10eebff8c920,disgust,2021-02-15,photo,Dogs,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2021-04-12,photo,Travel,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2021-01-01,photo,Travel,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2020-12-13,photo,Travel,negative,0
72822fb8-8a40-4cf1-a86a-42140b3bf9f3,disgust,2020-11-13,photo,Travel,negative,0
ef99fd68-74fb-4c72-bc70-742ebca14499,disgust,2021-05-25,video,Soccer,negative,0
d147ab3c-4097-4eec-b4dc-480e4ece801b,disgust,2021-05-25,audio,Culture,negative,0
62681a6c-fe82-4186-ba7d-0805ae5b95ed,disgust,2021-02-10,audio,Veganism,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-10-23,GIF,Cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-04-03,GIF,Cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-12-23,GIF,Cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-04-16,GIF,Cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-07-08,GIF,Cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-11-13,GIF,Cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-09-14,GIF,Cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-10-14,GIF,Cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2020-11-01,GIF,Cooking,negative,0
67f2a150-6086-4cbd-8d21-46250ccef5a2,disgust,2021-05-20,GIF,Cooking,negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-07-06,audio,Technology,negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-09-06,audio,Technology,negative,0
65545cfb-59bb-4dc1-a38b-82f268210da2,disgust,2020-10-15,audio,Technology,negative,0
433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,2021-01-20,video,Education,negative,0
433607b3-eeb4-48b8-9263-9805c1b89d55,disgust,2021-04-14,video,Education,negative,0
1000371f-7758-4c44-a1bc-41fd836b0bcb,disgust,2021-01-23,audio,Studying,negative,0
5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,disgust,2020-07-06,video,Studying,negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2020-09-24,video,Public speaking,negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2020-09-01,video,Public speaking,negative,0
8e3896e3-2f84-4b47-9365-fb562c9ed730,disgust,2021-02-02,video,Public speaking,negative,0
de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,2021-05-06,audio,Technology,negative,0
de9796a6-d19d-4c41-a965-7aa4dcc69fee,disgust,2021-04-05,audio,Technology,negative,0
e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,2021-02-03,GIF,Education,negative,0
e4466189-0b96-4cc4-9d7d-d0f27b982548,disgust,2020-07-24,GIF,Education,negative,0
391a9aa4-c04a-431e-8366-712d92267c2b,disgust,2021-05-24,video,Public speaking,negative,0
391a9aa4-c04a-431e-8366-712d92267c2b,disgust,2021-04-29,video,Public speaking,negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-12-25,photo,Food,negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-12-12,photo,Food,negative,0
36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,disgust,2020-07-15,photo,Food,negative,0
c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,2021-02-16,GIF,Public speaking,negative,0
c7066a17-2e12-49d2-bb9e-c8967051f490,disgust,2020-09-03,GIF,Public speaking,negative,0
f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,2021-01-21,photo,Animals,negative,0
f01ec49c-3179-43bb-b127-2b1a73f34b06,disgust,2021-02-25,photo,Animals,negative,0
c6cbd704-9d4a-4ace-b61e-e5df74ee83af,disgust,2021-04-05,photo,Education,negative,0
eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,disgust,2020-08-21,GIF,Soccer,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-11-04,photo,Travel,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2021-05-23,photo,Travel,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-06-20,photo,Travel,negative,0
b6c24086-becf-4615-801e-c3c298a8d4e2,disgust,2020-07-20,photo,Travel,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,disgust,2021-01-24,photo,Public speaking,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,disgust,2021-03-12,photo,Public speaking,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,disgust,2021-05-04,photo,Public speaking,negative,0
1beeffff-f261-435f-a109-6fafe46669d4,disgust,2020-11-26,photo,Public speaking,negative,0
61e6650c-5068-4575-9aee-4217ef3dbdb1,disgust,2020-09-04,GIF,Tennis,negative,0
3a7f83a0-b9f9-44c1-a15d-656c4095e732,disgust,2020-10-15,GIF,Soccer,negative,0
2b6921de-e7f2-4e30-8feb-36bd41becaf0,disgust,2021-05-06,audio,Travel,negative,0
b56a9e24-d0f2-4599-b893-c2889a15e1d6,disgust,2020-07-04,video,Veganism,negative,0
b56a9e24-d0f2-4599-b893-c2889a15e1d6,disgust,2020-07-21,video,Veganism,negative,0
d706b190-216c-4103-9107-fb7304766d68,disgust,2020-10-02,video,Cooking,negative,0
d706b190-216c-4103-9107-fb7304766d68,disgust,2021-03-23,video,Cooking,negative,0
d706b190-216c-4103-9107-fb7304766d68,disgust,2021-04-23,video,Cooking,negative,0
d706b190-216c-4103-9107-fb7304766d68,disgust,2021-06-12,video,Cooking,negative,0
d706b190-216c-4103-9107-fb7304766d68,disgust,2021-01-09,video,Cooking,negative,0
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,disgust,2021-01-08,audio,Tennis,negative,0
61b45c79-c23b-4bbd-a4fe-0bb3611486c7,disgust,2021-04-13,audio,Tennis,negative,0
2c511a63-5eb5-422f-8483-c9fcf9a29b55,disgust,2020-09-07,GIF,Technology,negative,0
edc4a60a-b5ba-4178-b99e-9d34ed92599c,disgust,2020-07-08,audio,Technology,negative,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,2020-12-26,photo,Animals,negative,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,2020-11-14,photo,Animals,negative,0
2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,disgust,2021-05-25,photo,Animals,negative,0
e51b00b8-49d4-4909-9f25-8e9a06e28728,disgust,2021-04-28,video,Soccer,negative,0
e51b00b8-49d4-4909-9f25-8e9a06e28728,disgust,2020-09-03,video,Soccer,negative,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,2020-10-16,video,Dogs,negative,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,2021-05-10,video,Dogs,negative,0
509a5fb0-9bb2-4809-9f90-18ae007acc94,disgust,2021-01-13,video,Dogs,negative,0
f1038e6c-5292-4e20-a866-675e1637d6b5,disgust,2020-06-20,GIF,Soccer,negative,0
f1038e6c-5292-4e20-a866-675e1637d6b5,disgust,2021-01-20,GIF,Soccer,negative,0
08cc29f3-a22d-4652-8f27-ff9e0a826289,disgust,2020-11-01,photo,Technology,negative,0
a784c1dd-e2ab-408d-a0c3-226a51d420e1,disgust,2020-09-16,audio,Technology,negative,0
3a106d1f-3942-49d4-9358-417f33d760c6,disgust,2021-05-05,photo,Fitness,negative,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,disgust,2020-07-12,audio,Soccer,negative,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,disgust,2020-12-12,audio,Soccer,negative,0
5bb364a6-8646-4cdb-b1cf-09f4125718d8,disgust,2021-03-07,audio,Soccer,negative,0
de95cdb1-a85a-40de-8467-892e2d1481af,disgust,2021-01-25,video,Education,negative,0
6199f5ca-cc02-410d-a408-e034946de162,disgust,2021-04-09,video,Animals,negative,0
6199f5ca-cc02-410d-a408-e034946de162,disgust,2020-11-17,video,Animals,negative,0
6199f5ca-cc02-410d-a408-e034946de162,disgust,2020-08-04,video,Animals,negative,0
6199f5ca-cc02-410d-a408-e034946de162,disgust,2020-07-22,video,Animals,negative,0
8490c29c-177f-4c21-9d37-d509f9287f30,disgust,2021-05-26,GIF,Tennis,negative,0
bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,disgust,2021-04-20,video,Science,negative,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,2020-07-07,photo,Animals,negative,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,2021-02-13,photo,Animals,negative,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,2021-04-03,photo,Animals,negative,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,2020-09-28,photo,Animals,negative,0
5651450a-d330-46e6-bac9-c7c7e7defaf2,disgust,2020-09-22,photo,Animals,negative,0
7c2e209e-acea-4246-a32d-636e2f2cc2c1,disgust,2021-03-23,video,Dogs,negative,0
2eb7feec-26a4-4949-8470-3e66c16536e9,disgust,2020-08-26,video,Tennis,negative,0
f783f128-6f66-4ef3-a190-5afc29d17012,disgust,2021-05-02,GIF,Tennis,negative,0
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,disgust,2021-02-24,video,Cooking,negative,0
7bb8c7ec-8d65-43e8-a9fb-ac01936b18cc,disgust,2020-07-04,video,Cooking,negative,0
6e418568-a2b9-4d08-b241-06362c96a7f1,disgust,2021-02-02,video,Food,negative,0
6e418568-a2b9-4d08-b241-06362c96a7f1,disgust,2021-04-16,video,Food,negative,0
93c0f4f6-8c1e-453e-8df0-3015b1e76376,disgust,2020-12-02,video,Technology,negative,0
93c0f4f6-8c1e-453e-8df0-3015b1e76376,disgust,2020-10-13,video,Technology,negative,0
2893a837-3157-4bbd-918f-adc93b60480a,disgust,2021-02-15,photo,Healthy eating,negative,0
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,disgust,2021-05-02,audio,Culture,negative,0
c6f6e0f3-9fae-4bf9-abb3-cd7248a51061,disgust,2020-10-08,audio,Culture,negative,0
27fffa3e-000d-4f29-9358-5b0d2280d18c,disgust,2020-12-24,video,Dogs,negative,0
413101f7-ea05-4df6-97cf-9891245c5ed7,disgust,2020-11-10,photo,Science,negative,0
c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,2021-04-19,photo,Soccer,negative,0
c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,2021-02-28,photo,Soccer,negative,0
c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,2021-04-16,photo,Soccer,negative,0
c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,2020-08-24,photo,Soccer,negative,0
c136ae25-d882-4e2c-b515-5727ad2626a5,disgust,2021-01-10,photo,Soccer,negative,0
fa781e01-b928-401f-86f4-d42b0a3b55ab,disgust,2021-04-12,photo,Studying,negative,0
43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,2021-05-17,audio,Fitness,negative,0
43e53b12-71cb-4aad-9cb7-8c3572053230,disgust,2020-09-30,audio,Fitness,negative,0
